col1,col2,col3,col4
22734,21690,22320,23623
9359,9814,21810,23526
25171,27100,9593,11529
16494,19715,7621,10195
29525,6032,28332,7271
24735,26061,4200,29068
2495,18326,14907,7800
28952,11072,12797,42
8810,17190,11635,14948
1068,29766,16860,9564
11938,22215,26747,22949
14814,1015,4033,14865
1995,13171,29248,4254
24588,4146,11293,13230
27543,20274,24153,23096
821,22700,3221,2039
22964,10370,7701,2991
22638,7102,26356,17443
22930,3435,4539,22346
7487,29687,12517,11405
13569,19461,7016,3550
699,22843,2771,403
18861,23722,18083,19499
20087,17131,19441,24547
27906,7654,2379,11600
7752,3571,24705,24951
22733,5082,5362,21130
22514,27517,28335,14334
5266,1320,19680,5760
6741,20005,12341,5344
16095,9183,7476,26808
27374,20724,13457,10055
24663,29104,27335,29300
20742,14360,7778,3788
22937,21517,1547,13263
10319,1229,479,2253
28564,5451,21639,21236
3031,14849,11755,28961
24598,25992,23888,21212
20471,17987,23223,13694
8949,22055,22961,19345
10307,26726,10836,9200
22806,29866,19647,19656
8552,5043,26236,8719
23680,26132,2395,23797
18909,2026,11676,16183
20491,21061,21679,21336
19652,10814,5934,24657
19939,22454,2819,3173
26795,28,15646,21450
2848,5753,2038,20398
16395,9310,17088,28125
6377,23150,5215,28601
17596,4399,19642,27869
11761,14263,1687,18266
21791,5382,18404,28291
23185,7717,18236,14336
24919,7081,24956,18574
811,17754,20491,29001
20596,643,12062,2191
8143,8589,465,16701
17411,23945,25760,29486
21082,2967,360,13896
29205,6758,25850,23154
28705,21878,24326,1726
28614,498,1201,16564
13080,1,26962,6987
5390,2778,21380,3542
28584,24566,27432,17103
29340,23510,11839,4934
2153,24702,5726,26799
24361,3312,22789,5382
26923,13443,14291,8300
17896,6913,13960,25790
9120,2362,17552,1241
7995,16992,17824,20342
25972,12480,9821,12917
12872,9715,4567,20200
1350,23330,28211,7831
9596,10049,4688,6831
29674,12924,3323,21104
13436,8286,9987,3869
2600,9595,24958,20758
11206,9866,25919,11308
28954,14986,8988,14854
28923,28444,24043,18400
21530,13102,600,24706
14748,21852,3334,3609
26438,2061,4378,3158
27424,24200,4990,3655
22531,14041,25685,23613
19628,5873,23520,4592
20168,18421,24105,26635
7728,6563,25805,29257
22179,9863,23942,7814
12017,20695,11690,16381
6772,16906,24799,24096
5701,1203,6587,6009
17165,23754,3671,9819
8388,1440,22401,20501
6352,25724,27764,26326
4761,8492,3830,17823
13417,857,6818,26079
25213,8637,10824,26120
12034,19919,14990,354
2631,5022,14514,29255
5941,23932,764,21039
12736,11866,18692,24394
25332,11503,29187,1160
20812,17245,7517,24904
27708,23171,21714,5927
3432,28218,23948,19660
11500,11314,18476,16452
22674,11390,16571,16853
3792,19698,19636,28048
24912,6120,5283,3004
24675,14919,28511,7758
17538,10955,2270,16453
27088,18620,6282,844
15342,22548,3968,22631
21746,19316,444,2353
5154,3200,19969,6722
14835,2526,4157,27045
26592,22966,12192,23157
24105,12450,3889,3000
22779,13162,9130,10808
27808,8997,12004,166
27205,7730,2486,10591
29317,17121,6069,11795
1073,9650,17220,24696
4297,15077,21705,8150
22453,9726,17184,17935
20656,29427,12820,28059
20114,2151,25757,12769
2518,26509,20873,17358
9858,20024,28643,5754
11087,14793,12511,21151
29809,7548,3436,27581
25592,9813,1602,9241
28873,20661,14322,11623
2776,11646,7173,147
26551,22748,29145,27409
5588,6636,5936,27789
13025,24989,3728,25458
24325,6456,26800,10298
13459,8881,12827,14464
23529,22749,12412,9839
2576,27738,2594,2152
4741,28886,6958,27892
4444,9497,23341,15117
25122,14977,14057,20893
15384,1324,29902,2319
5751,19662,7487,14590
15351,12922,28506,3599
7720,16436,1172,16602
6361,16263,1122,20708
17282,2868,21875,22457
2404,22113,22106,21530
17840,29724,22758,16638
9455,27337,17128,18508
2569,18812,5433,8442
20532,28175,17849,13779
11918,29768,9423,28598
29710,17460,4605,4784
29721,24015,12280,15805
22394,18104,14875,28992
4266,28796,24205,16840
23811,29667,15298,29348
531,24747,11748,16759
16593,6802,1086,4699
22732,7212,3045,26979
24209,29946,8483,29658
27703,24891,17074,23363
17277,17264,25002,12111
4594,17835,26860,2844
22242,12089,27339,17736
27281,4752,2430,9441
21106,10168,25709,10139
20152,29460,1472,4711
7395,19304,5453,29827
13605,27021,10532,14351
19952,16148,913,17179
2321,28068,21768,10817
4654,26505,19550,10437
16630,9035,28391,6614
20592,11459,4627,27408
8051,11530,28891,26631
10067,8038,28459,11721
10730,22603,1715,26425
20802,798,29828,2678
389,862,8693,17419
24806,3217,2583,14386
21118,1667,8388,15148
23334,26954,2248,8267
3504,10204,4195,8878
10706,16027,15458,5178
10787,6685,29875,28249
25027,10874,26892,29304
9075,4143,23387,24218
19714,27728,15802,23798
2257,19824,1091,27403
4624,15137,20358,28825
5129,23268,21456,17580
22776,14003,22503,15221
28934,24966,2470,4889
363,966,28774,24578
23201,6395,25405,9470
5911,18595,5158,3571
17015,11266,10544,10191
2722,12043,19704,26733
28161,18327,3217,14518
25687,861,4792,28108
10655,10635,13179,24277
14422,12813,6066,21634
16017,29876,6522,4273
23554,17480,19435,20029
20854,27972,4922,16027
27171,5132,1720,22291
10516,12478,6055,2108
20275,27043,14311,15397
16894,12613,22555,1042
28925,14671,26142,13197
19363,17917,1466,20905
17099,28619,26316,8506
25659,4429,5699,9503
6709,29053,11205,13875
25233,15700,9420,20082
25335,2882,26478,17989
19354,9227,17288,18723
7816,13725,25386,25131
25598,18559,20548,16681
9021,29443,26898,25496
3121,5492,5162,12361
28233,21793,15745,2127
15431,2064,23292,24328
29707,28226,21937,13353
19338,18523,23622,29359
15345,27508,3084,18251
18979,7838,6212,27970
22275,23770,6952,1329
1064,22414,22768,6976
10184,19039,27787,1840
28414,16751,18333,29701
21253,14360,22799,14960
13847,20192,20526,27514
6063,11282,17,23742
3409,12068,5091,25238
18324,19347,4001,3527
6406,19797,27604,1303
3830,17563,22696,18094
9009,1512,6784,15
7443,2006,13737,22417
3277,3890,7192,6760
22404,18229,18241,10439
25664,20966,11543,19524
15823,58,4723,25655
24369,12411,17737,29533
5976,14945,5675,12540
14262,9605,28963,7007
23697,11299,9906,2378
14007,29418,29091,27041
3133,9825,28220,7089
16718,22509,19518,13141
2182,15894,10651,20115
7495,12060,4200,2006
23918,1818,24787,19612
18714,21202,3054,24056
27118,26032,4732,23099
21795,19179,24442,29712
2654,16025,3018,27116
486,4904,23474,16886
9688,22090,19589,4174
7697,6541,9365,18437
26450,26184,23040,27193
27531,5801,15319,2046
5217,3900,614,24938
22288,11547,20999,2873
20470,5886,16931,12852
14353,1444,14566,6182
19472,15780,13980,23488
18961,13375,2064,24987
24110,15879,15270,16429
8324,24653,5412,16920
6751,11926,1934,25558
22813,10194,2968,406
24132,20754,17601,3660
9422,29872,9450,27230
17493,16257,29974,19730
1467,29151,22071,8104
28860,11789,23167,27074
11321,12457,8365,19008
8666,17125,24214,23754
24211,27137,25991,3168
29730,11296,16685,15975
2347,22769,22883,4997
10946,26179,15553,17806
17441,11300,4731,29936
27523,8996,1871,13576
19715,7582,25331,22343
26877,29380,1692,11944
3437,26886,28090,2541
9813,15695,4315,20382
27454,16801,809,1827
4609,3528,14257,7376
414,11984,14064,10473
7557,13958,21942,15566
7376,26605,7350,25360
25462,8452,26751,18802
20510,15424,14638,14683
18317,56,27725,13334
10276,8394,14966,27325
8389,2356,21340,5810
13812,9697,1076,26264
4502,3966,1630,14914
28958,20453,5456,1851
3712,24002,13269,20625
27980,28600,27148,25821
22820,21747,16507,19960
10449,656,22806,11622
22348,910,11301,15499
10302,3936,7447,29751
5886,19855,26639,27541
3065,21969,16562,1697
16745,385,28480,28713
16907,1647,19096,2493
21313,22995,25820,3067
12796,5395,13696,26123
23285,23802,2955,27100
8634,20065,17182,12141
16561,7244,20178,1136
16966,8748,17876,22593
28620,27669,1080,1529
13501,6827,12136,13013
4635,16197,27334,21249
1106,14803,9513,4058
1378,1519,27913,18539
7322,28830,14099,12116
12991,12387,29059,5766
15940,8957,29073,7694
17209,25685,12566,15426
6922,13830,22423,26312
19509,11098,23812,5029
10571,3450,29132,24060
10030,19375,26461,14255
21663,20197,3923,4642
10331,22707,26012,19052
12838,19574,25051,19111
1786,3087,245,7379
11139,27139,8752,17342
28692,8867,248,12379
20419,15873,18613,21390
1558,21557,12949,18349
20583,15428,23618,8732
19072,22365,3002,25922
6675,24748,15577,28126
21456,18027,16452,1321
21008,10491,5760,15381
29640,28407,27848,13702
18253,10384,26824,23473
3299,9550,25934,25987
3596,16466,11253,25207
6599,18599,5565,4546
21894,28957,7195,19724
9974,864,23609,16092
6041,3187,10084,26925
24198,20711,22457,8188
13979,9544,19859,1039
21649,6610,19771,6750
18020,4963,11803,7744
6094,26789,17361,24290
23440,27768,20855,26570
1944,28374,17322,20772
7413,8221,7511,17978
2048,14281,4199,2457
7320,29927,23105,11274
19634,29890,13361,8725
2648,5795,17775,12215
333,28000,19594,12324
4161,5181,26211,24144
8819,26289,19624,26378
9814,16290,10570,29370
19282,13052,22602,13431
2772,4125,1992,24246
4370,11489,20938,8422
16703,26481,18805,5769
8061,20583,1506,9000
26524,14110,20663,11827
15999,16844,10609,16920
451,21688,20199,11964
13210,24306,28440,5876
25986,27762,21117,350
29588,15727,13344,4163
18226,28122,4163,5652
6789,23549,7686,9195
15114,14087,3684,23777
3223,10690,8858,25442
21225,20480,17988,10810
29928,10893,21609,28564
26168,17224,5060,23253
16135,22704,22568,3096
29558,13900,15591,19193
681,3664,19069,20397
11975,3618,2730,1550
27203,18819,16458,6271
29157,15685,26328,7841
16153,1355,13198,21164
13877,5673,3601,10005
22349,10324,21541,21750
5062,19117,5258,25203
28841,22331,24466,25164
17717,435,521,6240
26662,1684,11813,13759
21264,3343,29648,11133
18190,6905,6326,17444
13127,19257,29226,22609
10817,28179,6339,24786
1575,4807,20493,5344
16082,4282,10025,2403
539,19612,10338,15739
4824,4318,6491,17065
11502,2742,21658,13673
12068,8051,11638,4056
26439,29257,20518,12641
27349,12404,2104,15458
14221,2405,19914,22725
9468,27898,12055,23957
17825,12361,11100,27645
29837,734,3918,17539
28718,715,23049,19235
26577,21644,15813,16204
4249,6278,22602,6140
23402,2679,6362,8559
26178,7400,17900,16738
11585,2341,19443,7160
23825,4424,1282,17164
11619,21638,19696,17083
23558,13199,20722,17202
29180,23900,1509,5385
28241,3378,3894,28926
5897,14782,21495,16868
6290,8706,20233,22445
28541,10834,28577,15980
9892,15691,11796,19292
9868,17690,28648,9194
17685,14630,26489,28234
10862,16150,20996,7434
12756,6023,19200,23862
6057,29642,16635,3290
13672,4055,5704,12584
26509,13744,24693,19073
11621,26035,18638,2859
6819,18434,2537,3723
22061,307,21353,15167
17618,8043,1874,22427
1615,19537,19135,24908
3172,20042,21021,21533
6288,12338,17395,2377
1297,20714,15537,12502
28836,20514,2060,11529
29486,777,908,993
19627,7121,7839,9410
17066,1206,15065,17053
29842,6244,1548,10018
21170,18614,26456,3917
24136,22776,24534,9690
3753,29044,23379,13700
20880,4444,21583,17876
25204,27967,24375,1418
28819,6680,24054,6756
19776,27016,29529,13259
4392,23404,328,1555
4093,11533,6905,14622
23591,25113,20447,20017
28983,13516,13213,23950
21173,29544,7515,5669
7146,8292,24812,1028
8592,18062,2843,8246
18368,15050,19738,11206
21656,9660,27756,11848
10644,9035,18023,27602
27977,21416,5284,22008
3124,6859,12356,25515
25413,1198,25708,15920
11710,12051,18835,21881
7082,13247,25980,10769
24565,22638,25197,11587
19712,2381,27081,24410
1453,8831,19949,6496
4419,16834,10800,15896
13535,25239,4184,22446
2624,8347,21118,22859
13635,24884,6682,6807
13396,19438,23901,26691
7885,6436,2203,24516
24106,4768,4067,4109
4473,11147,25055,12332
8106,10160,28079,373
19573,15113,3669,19713
18988,7433,4700,1247
24496,13453,11679,27010
7332,7165,22823,18318
20181,24224,20725,13140
6833,12548,10487,3773
7719,17982,626,5817
11741,29635,2550,14681
5563,22216,14294,27866
29965,29598,25165,17448
8448,27208,3500,26568
15863,23565,26569,9215
6970,2469,16472,5039
5148,1863,3504,28528
26688,17148,14766,18900
20667,3621,8551,28987
7506,9571,2461,671
8654,13905,1409,8988
195,21871,24082,24308
4439,15151,208,317
10831,21989,26107,15230
25014,14359,14100,548
2238,25364,25842,16065
22047,24661,26835,12254
17316,25138,1597,19558
18406,24537,16346,541
1327,29682,8282,28484
29404,7217,25318,3670
3398,19044,21275,17532
13340,22991,5605,20836
7681,13073,2473,16654
15053,24544,93,23856
918,1295,21038,15487
18348,24483,29281,9371
6232,11378,7145,9361
24706,25094,16250,7968
23877,3608,26281,26520
13357,13648,7446,3890
1347,5396,2687,2191
27344,22408,8231,28387
4226,22663,22484,4552
1638,4019,29502,22326
28518,11333,23017,20412
4626,20131,14315,7103
3279,2160,26536,9610
13164,15509,3803,29217
23220,24283,23433,13555
17518,14958,23115,8969
25074,18305,12178,13910
28015,10287,12008,6611
21658,6131,21060,3819
8208,21930,25234,7460
1265,19020,17350,11647
1616,28670,4007,7590
8518,28111,6071,26498
25510,16869,11239,22121
27308,10304,5306,4153
10084,7473,27162,24867
528,11500,14555,19465
5747,29355,1719,6936
5122,808,10301,4075
8410,2526,23165,16977
2119,10577,1338,21526
22513,8334,23501,21909
26740,15687,26753,17744
21388,21418,24355,5582
27740,20482,21089,13157
4689,3556,13738,26952
17835,18694,10312,10303
15472,27023,27208,14298
18106,29050,18238,550
582,26512,29206,20668
1573,7407,5549,22553
25487,11397,14648,18643
23959,72,21925,1919
10754,20200,12536,6697
26175,14442,9919,22464
5229,23392,8415,20334
9903,9066,11481,27050
3278,29925,1487,6130
28531,16221,25211,28766
3560,26712,25824,15520
8890,17568,15220,28758
15268,19643,4792,10292
14836,23935,9243,7911
23495,2367,18502,7006
29773,5243,12503,8046
14684,15520,28138,8062
7577,22146,14675,11687
5274,8948,4289,29644
5521,18501,23205,24095
11687,17751,8139,19158
16897,11284,23557,29066
10779,28676,6041,26069
670,10399,25956,17130
8458,21549,3984,12860
10951,22586,28656,18675
975,1502,8074,6176
10957,6842,21327,6106
28589,29532,29949,3490
9294,15095,11630,21325
12055,20866,25786,22208
25146,19708,23688,5485
13765,21626,14320,28934
1408,20410,11309,3457
4300,25901,4754,21036
29413,18215,24649,21897
10774,24846,5446,23355
26796,1496,17341,24397
6652,13294,16221,24690
22848,1196,14940,18323
12132,5844,21362,5700
17858,24164,9928,11897
12986,11919,28274,12667
8998,22971,23288,18425
10040,14674,3151,6235
9060,24972,25389,17341
16382,4746,2947,10844
9885,1225,27412,4212
21211,27463,10121,22638
24460,20813,14027,20425
23618,22506,29644,18214
6218,23203,16397,5731
16575,28130,8025,6816
21236,15016,3438,2851
8644,17113,7292,3456
13485,12663,11006,3473
14949,26735,219,20763
17740,28370,26820,13518
9860,15358,28286,9007
23450,19978,29155,7042
24798,28444,3218,12783
14046,13787,8398,10211
27604,23348,16550,23729
25000,20861,7645,2257
24695,13757,577,7094
21816,16747,14910,12439
28960,2265,13130,5895
7542,853,20503,23921
27828,6691,16224,20491
8609,10539,997,6911
23906,4744,10606,7710
24378,25341,5950,324
7374,20215,7120,16132
3851,44,29422,14026
28183,23040,6802,6258
21152,4075,10779,15592
19114,15980,7054,11472
11131,23901,3701,19832
17113,28886,9562,16656
8242,29181,5684,17961
4970,25580,24342,25002
12252,7250,10001,19171
10610,6472,20538,5419
28858,19726,22190,6168
1589,25585,5205,3376
4738,3258,28922,29015
13011,5401,11751,18697
25174,16461,19606,23275
11857,8727,29429,29453
19583,16796,13150,4534
11736,15074,28969,17144
19653,10250,17075,68
22843,67,4475,18679
27086,23665,14782,17298
17195,11106,19428,13836
25961,18447,19820,22864
21907,23658,27464,24493
19389,10200,8388,14602
18973,4915,8954,24781
13938,8568,19810,26072
9373,18678,17884,3153
2223,17114,9971,3315
9431,4670,7131,6208
15085,4072,13849,258
24137,22057,4641,4504
25725,11503,14335,9359
20623,15930,8932,26465
22808,9669,13570,21623
5828,1007,4575,28127
20,19056,17647,21261
7620,6471,2272,19294
10764,24285,23404,14089
22073,6951,6123,15013
2758,22471,3500,8487
6779,16934,29693,6719
9131,11049,18533,1047
23356,21132,27377,652
28703,16079,2327,28989
5232,24412,10405,5798
2962,10523,26339,29455
15137,15293,13250,17568
12765,19497,23296,10571
6183,2777,5822,29267
20355,14172,28865,24141
25686,18773,1980,11563
29010,13952,26625,16172
19892,25007,23388,12970
19297,2577,24680,9960
18234,17682,8187,13371
17553,15449,4415,3700
22646,17082,22310,6084
10324,19071,28411,4302
27972,27311,13399,345
10118,3412,26595,5396
2219,28936,16881,15223
16603,28873,1600,14604
8028,27733,3703,10859
6099,2614,25880,23248
14116,15398,26710,1574
12382,28434,4565,13797
20011,21785,15530,17959
9661,29318,24622,26227
22938,18636,21599,28120
12974,28196,20286,29168
1568,10448,2048,13965
11401,5773,21062,2819
14173,16537,861,20164
8839,12298,13231,19402
19401,18071,8954,26527
12807,2856,8573,27094
11065,17427,20849,5426
15673,19057,3093,4125
27918,18167,4520,7517
25931,10160,22638,28802
18589,26687,8067,7020
24109,6177,10141,28538
28485,29307,28074,13175
13515,1072,17263,3393
15004,5570,17670,17658
18799,17862,25156,17233
21075,9656,19288,17939
12900,16579,13142,577
21729,6507,25051,5925
23560,10461,29720,1071
28393,16751,13093,12322
21292,3529,3971,28004
12659,3336,22751,17403
11310,23411,8866,24502
18370,11212,13505,29615
17919,16031,9930,22874
16837,10400,27530,12600
13108,20204,3446,26552
4238,29467,6840,17376
25102,24833,19032,22203
17851,13724,12680,2239
2824,26420,27274,5215
17536,8822,25834,13006
23773,15271,21069,5759
16778,17875,28505,16609
7052,14698,11122,2174
4603,27208,26590,24248
18915,15723,16188,4021
21382,7530,6239,23643
26390,11939,16443,3332
5721,14419,10920,29443
29475,18236,19895,5297
25751,29913,11787,931
16501,14314,13679,22505
15305,29923,5803,7533
3742,556,14019,24245
27355,3901,13321,16429
17964,23742,26874,28412
4031,2861,13171,16660
24204,11118,28998,18583
28796,15197,23081,13058
24620,24045,5193,10386
22500,18461,1371,687
1456,29795,7484,6362
8885,2370,29364,13910
7523,26498,12916,5735
14389,2941,24013,19474
25818,22165,9876,23335
20512,5762,5940,12743
19903,8379,26923,3985
19167,6421,16992,29770
12133,9458,28757,24887
1056,28873,24438,20397
21969,22982,29706,25471
17169,20695,8906,29539
11965,16578,11274,2362
5690,10519,16088,26863
26013,28591,6297,11375
14880,24102,11079,10198
3594,17986,13568,22994
15857,1282,16414,27034
1229,8823,20066,24955
23710,10336,23294,24331
20064,6147,580,16374
17476,15838,10884,27236
26169,14738,2190,13366
9409,10978,9739,14123
17257,7006,11953,7267
23478,90,10118,2972
27759,15942,11054,9011
19827,8790,11258,10847
3010,6468,10750,11810
62,12486,16769,22751
13555,3278,4002,29760
22178,22716,16008,2292
24063,11295,25590,22181
9589,14952,19007,5983
26022,13153,26215,12362
2789,10397,8891,3904
2534,15421,22820,6397
24041,23724,2098,24955
19347,15183,13792,6709
1053,13418,29207,26659
6835,17894,4374,17971
11105,17787,12630,17006
25326,12513,4980,21796
6355,16232,10452,8353
19482,6030,10689,29520
12738,4693,8337,15126
25982,21249,9,9113
23708,26533,16857,11719
9970,28755,10245,17309
15220,1579,13747,28864
2400,393,7053,20
11464,13534,11033,413
13860,6291,26569,25720
6851,28953,3176,10217
5653,25515,9628,3417
13798,23623,28982,15844
24061,13755,13933,24889
5888,20592,1371,18952
19485,24727,436,18701
29825,18605,13814,21719
15175,18343,22056,7310
9153,1286,26335,643
18065,5870,29092,24963
29238,15597,4205,15707
15327,323,14815,6185
4731,7798,24081,24728
18143,988,9025,24475
29743,27129,11085,1222
29580,25042,9793,9316
2085,14801,10495,24308
11796,3429,13242,15351
10746,27808,25627,7854
4865,2620,12316,23640
27732,28135,11432,11615
4813,4093,9142,15781
2943,6225,5468,19271
4408,10596,21479,2636
4930,22950,20394,14289
8516,24058,4919,23628
3498,3650,13255,12302
12979,1752,29560,25634
14627,1261,1522,16697
8978,19189,6305,13249
23544,28303,23398,13096
2487,10604,8639,19374
21365,704,267,12736
11335,6024,19064,22577
19713,15461,9766,1867
26945,14513,7344,28736
5925,10027,26076,7417
7534,10948,21849,15328
29996,27093,28183,18710
1206,7112,8350,5789
27078,19081,13277,24678
2788,17852,21847,8094
26437,17619,23048,7362
16365,9310,14563,4813
2581,29524,26172,18902
8137,18440,26321,6235
16002,20170,27856,21739
26228,16795,29231,20142
8104,1756,6706,1411
4677,7680,26340,1991
25768,8516,25524,14200
14775,1471,2388,22118
12917,4794,2363,12550
18854,11336,22054,18191
3360,6653,7202,27894
11170,23506,23597,4546
21516,17096,1852,14700
29686,18533,24377,27171
26050,21728,4437,7050
14053,26186,18155,1285
9274,4264,7219,8326
28319,2123,5138,15559
14883,29945,8868,15186
10412,20203,4259,25446
18525,4030,28370,4126
12613,15202,25347,1088
23967,15512,20069,20004
7042,192,24681,17568
8010,24251,15206,18494
10161,11521,20344,3527
23453,13348,12039,23274
2527,8165,19173,23102
28358,17392,13261,21011
9748,3039,10047,17385
954,1840,12756,5632
1457,229,22155,27896
10114,25009,798,22511
21402,13380,14246,27872
8737,22184,12005,8682
11846,21869,14123,23231
26077,7431,17451,13276
2352,23860,9963,16895
23823,11070,14382,22238
29520,10897,4994,21345
17533,15219,3254,16352
9518,24790,588,27738
16918,4179,24661,9432
4342,23853,7036,16414
21248,14608,18491,9111
15309,6567,10226,909
1499,22508,2312,27443
17421,23193,11278,24504
10075,11039,13609,24112
22090,12411,16185,1559
8239,16920,244,28552
17115,6509,17202,25455
19554,8635,17644,25392
19486,12492,2818,8136
1176,27101,29525,3486
29252,18744,18140,7038
13996,29717,4760,12462
4225,9931,6582,16672
25785,29098,17637,17301
13489,675,4924,7678
29488,12226,13519,24796
12693,27453,29081,7621
23115,22274,20117,29370
3389,2926,18765,29226
20910,3205,23062,29188
18809,22746,20376,5632
7971,6725,14294,7486
25769,24803,28594,28193
24473,18907,207,28728
28478,14183,17997,28122
10931,22457,20,9896
29763,5841,16037,10313
11840,20055,5214,25056
11244,2497,20761,25467
5401,4066,25794,12019
11524,27929,19014,21166
28816,4760,1222,21376
28680,6103,10917,8656
27496,14509,28747,17764
25455,28746,10230,20516
11827,23960,7384,8540
20146,10393,8603,1362
29896,16502,28461,6691
928,29120,16657,17586
8203,7369,6958,1808
14469,24937,29267,21304
22657,25156,5191,9780
9990,11714,22503,4234
26433,13736,907,23180
24271,13827,17885,15264
20421,3410,7272,18498
5469,2884,16604,18476
1981,25155,20480,16980
13671,4803,29498,3138
14985,29967,20276,15649
21556,29137,29561,6181
11711,8192,25644,20591
28808,3316,25071,23894
10997,1635,19696,11575
27414,19786,6638,4557
9156,26775,22964,8589
24003,3522,8255,19018
7025,13625,27915,11434
17220,410,25770,25302
10471,3041,10327,6742
12760,13211,4457,1564
23725,7840,4581,25158
12259,14743,10315,15769
27025,4072,29404,27297
4554,21100,29702,3531
27750,3471,7667,340
21386,15599,26386,3099
20944,19806,7610,9320
2161,17761,283,21781
15760,16510,21534,2703
2804,8217,24378,29198
28172,10665,5558,25215
7870,2711,29106,15342
18654,3505,3445,11014
20256,16999,22253,21261
28092,8795,21384,24201
6294,9474,7079,17447
16653,22703,13870,2152
23702,3098,1087,24871
11706,19586,27135,28858
4672,11730,24814,16006
24411,20968,11395,3791
10174,12382,28029,24781
15669,1362,10751,12057
10262,9044,22979,21054
20015,11527,19880,18367
2307,4658,29194,29776
5587,22934,4660,131
23889,6967,4185,18553
3399,3284,3157,20315
6019,1182,2865,22985
1645,9703,19203,14623
9078,27397,27942,26733
29272,6231,21894,15155
23852,5673,15820,6263
8070,12280,25940,5099
2539,16638,20373,2284
13930,29803,21610,3543
16870,2639,24607,18535
28023,11987,15202,7914
20978,1311,24681,10751
3929,25931,10733,24646
6957,7649,20801,25030
19439,297,23071,25777
1921,4482,10805,29363
29233,16366,2435,15513
6206,22157,27610,18387
5328,11086,20956,7979
2907,13135,27893,13310
16980,894,25053,7150
18877,6028,21412,23363
10103,11436,10084,22493
7422,17975,3640,13584
20190,5013,16704,14535
12236,14894,29817,16467
18028,2346,19177,10951
11448,27197,1610,17358
11625,26515,11641,18372
22899,11840,9609,24161
19705,2530,24625,17150
14538,28026,3308,28409
17482,27300,24438,22843
6390,9829,2416,27364
25354,15753,15108,17254
19215,4271,5786,23050
28891,3382,21001,17840
29709,22113,21843,22922
862,1609,29471,6155
7224,26334,3423,27531
17944,15980,18529,16828
26150,17043,12348,11899
3088,24660,15237,1750
28271,9426,18963,2712
17531,18239,1412,3925
7353,19373,16346,2347
28528,2851,26722,24304
268,10400,4584,9915
2754,15319,18507,4740
2366,5495,7447,28288
29250,22403,3162,15808
2680,9926,14290,19021
6795,3186,22895,1502
1790,22340,8693,12327
6960,12899,18499,26842
7810,5512,4549,25008
3421,20608,25713,15705
1815,6599,498,3110
21657,29875,9685,29356
25829,585,26503,5851
4006,19341,7304,15627
29271,12294,29900,16604
27566,792,16490,16312
25895,7778,21813,19399
11869,6355,19854,24067
9822,219,24475,2410
17383,18878,28072,28258
697,9779,19446,10806
8427,15768,9394,1980
24747,13298,6466,21211
15611,12980,1476,26959
25288,7908,27203,22158
7929,26027,10710,23624
26884,15060,2186,26616
27528,6506,2761,26584
20862,16698,18713,1037
2139,16908,12766,12709
13792,25644,14666,12607
22413,6539,24255,25567
26522,1154,12556,28620
7846,15225,18721,21354
8066,22686,10391,2634
8759,1482,15348,15933
24978,25626,568,11426
14758,21194,15667,15503
1730,2312,12075,29690
24739,8755,6884,22204
4766,23388,29249,23706
23962,16124,7362,17031
11028,15057,23656,28480
4079,14768,14205,13587
11916,24558,12587,23088
23755,2981,2435,8815
9512,23198,2700,15147
22670,20930,20766,24078
9195,17706,12556,25831
17839,17994,1244,2227
4562,5189,11536,13859
1522,16934,9194,1897
771,11311,4528,5077
26697,22415,25757,13329
13052,15352,23840,28973
29891,7653,16298,13461
19620,20002,13173,24499
27621,5672,14762,11466
7979,5055,8915,16579
25504,6207,25141,25494
16639,18828,22465,16256
17928,13094,6534,27244
26724,8508,931,5885
14852,26621,6765,10555
22039,8338,10356,13265
7628,23908,18642,11346
21839,26102,4041,24853
11546,19229,27516,10235
18656,20773,7593,23536
29463,10067,3245,6502
18450,25866,23302,21546
28260,6138,5953,19703
518,26549,12570,21490
7604,14175,10755,17328
11799,11239,1341,23542
29228,21454,17089,25144
28476,25877,14323,5515
8209,22721,251,16851
24917,29694,9885,4782
17387,7533,25547,20632
8377,15073,11730,13487
29137,24906,6974,29871
8435,13018,5975,22888
939,9456,10932,23506
14216,25318,5428,1780
21288,17444,21089,1394
22800,18114,26430,15568
3276,16726,4518,18431
18711,24738,23291,23553
16539,1756,4879,22596
10741,25097,13762,18026
17515,5966,3430,14015
10538,25256,22037,28977
288,8850,17470,18593
15486,28543,13959,24549
13397,11061,12611,25281
8997,21596,4169,16744
21764,16586,23730,18297
14609,16548,29505,12015
5686,4338,7612,10422
19079,28566,13286,18449
19194,26967,16787,24859
17986,21585,20169,1969
12534,21791,29631,5256
17908,2754,13644,4470
130,17404,13922,22063
12347,17190,21601,25482
27869,16434,17158,1285
21423,21302,25510,6480
8752,8325,23112,26356
1082,16727,26351,14462
19241,18149,28433,22993
22335,11091,13473,20528
23233,15027,24306,7689
14429,1628,11568,7210
22082,14281,3477,29407
25781,6843,6617,17797
20923,10962,24531,12385
17498,4985,8408,18932
5603,25870,22435,16059
6388,15993,25719,2009
11715,23537,24753,19645
1085,7444,21671,27079
5608,17105,26795,29656
17045,18035,15983,216
3373,26928,15864,9333
28533,7462,20720,26255
21778,347,20390,2429
25399,12130,3957,22458
629,8278,470,516
12242,15741,28584,1735
19343,3520,18753,11515
21953,9073,24019,20145
20925,16115,12015,10157
